Gene stable ID,Mouse gene stable ID,Mouse gene name,Gene name
ENSMOCG00000007497,ENSMUSG00000021541,Trpc7,Trpc7
ENSMOCG00000007498,,,U8
ENSMOCG00000007499,ENSMUSG00000008932,Slc1a7,Slc1a7
ENSMOCG00000007500,,,
ENSMOCG00000007501,ENSMUSG00000018143,Mafk,Mafk
ENSMOCG00000007502,ENSMUSG00000022558,Mroh1,Mroh1
ENSMOCG00000007503,ENSMUSG00000036816,Atoh7,Atoh7
ENSMOCG00000007504,ENSMUSG00000042444,Mindy2,Mindy2
ENSMOCG00000007505,ENSMUSG00000043673,Kcns3,Kcns3
ENSMOCG00000007506,ENSMUSG00000041688,Amot,Amot
ENSMOCG00000007507,ENSMUSG00000060519,Tor3a,Tor3a
ENSMOCG00000007508,,,
ENSMOCG00000007509,ENSMUSG00000087716,Gm25825,
ENSMOCG00000007510,ENSMUSG00000026322,Htr4,Htr4
ENSMOCG00000007511,,,U6
ENSMOCG00000007512,ENSMUSG00000003436,Dll3,Dll3
ENSMOCG00000007513,ENSMUSG00000039244,E130309D02Rik,E130309D02Rik
ENSMOCG00000007514,,,5S_rRNA
ENSMOCG00000007515,ENSMUSG00000065536,Mir98,
ENSMOCG00000007516,,,
ENSMOCG00000007517,,,U8
ENSMOCG00000007518,ENSMUSG00000041954,Tnfrsf18,Tnfrsf18
ENSMOCG00000007519,,,
ENSMOCG00000007520,ENSMUSG00000027655,Dhx35,Dhx35
ENSMOCG00000007521,ENSMUSG00000025464,Paox,Paox
ENSMOCG00000007522,,,
ENSMOCG00000007523,ENSMUSG00000065643,Gm25897,U6
ENSMOCG00000007524,ENSMUSG00000071528,Atp5md,
ENSMOCG00000007525,ENSMUSG00000105448,Gm25820,
ENSMOCG00000007526,ENSMUSG00000075140,Olfr73,Olfr73
ENSMOCG00000007527,,,
ENSMOCG00000007528,,,
ENSMOCG00000007529,,,5S_rRNA
ENSMOCG00000007530,ENSMUSG00000045466,Zfp956,Zfp956
ENSMOCG00000007531,ENSMUSG00000065462,Mir200c,
ENSMOCG00000007532,ENSMUSG00000040204,Pclaf,
ENSMOCG00000007533,ENSMUSG00000026721,Rabgap1l,Rabgap1l
ENSMOCG00000007534,ENSMUSG00000024532,1700034E13Rik,1700034E13Rik
ENSMOCG00000007535,ENSMUSG00000035936,Aldh5a1,Aldh5a1
ENSMOCG00000007536,ENSMUSG00000068099,1500009C09Rik,1500009C09Rik
ENSMOCG00000007537,ENSMUSG00000089313,Gm23182,U8
ENSMOCG00000007538,ENSMUSG00000036676,Tmtc3,Tmtc3
ENSMOCG00000007539,ENSMUSG00000078317,F8a,F8a
ENSMOCG00000007540,ENSMUSG00000094156,Sult2a7,
ENSMOCG00000007540,ENSMUSG00000070810,Sult2a6,
ENSMOCG00000007540,ENSMUSG00000074375,Sult2a3,
ENSMOCG00000007540,ENSMUSG00000070811,Sult2a2,
ENSMOCG00000007540,ENSMUSG00000074377,Sult2a4,
ENSMOCG00000007540,ENSMUSG00000078798,Sult2a1,
ENSMOCG00000007540,ENSMUSG00000078799,Sult2a5,
ENSMOCG00000007541,ENSMUSG00000089000,Gm23853,U6
ENSMOCG00000007542,ENSMUSG00000028937,Acot7,Acot7
ENSMOCG00000007543,ENSMUSG00000017832,Hspb9,Hspb9
ENSMOCG00000007544,ENSMUSG00000088777,Gm26039,
ENSMOCG00000007545,ENSMUSG00000021311,Mtr,Mtr
ENSMOCG00000007546,,,5S_rRNA
ENSMOCG00000007547,ENSMUSG00000078035,Mir293,
ENSMOCG00000007548,ENSMUSG00000061028,Clasrp,Clasrp
ENSMOCG00000007549,ENSMUSG00000027030,Stk39,Stk39
ENSMOCG00000007550,ENSMUSG00000056313,Tcim,Tcim
ENSMOCG00000007551,ENSMUSG00000090919,Pabpc4l,Pabpc4l
ENSMOCG00000007552,,,
ENSMOCG00000007553,,,
ENSMOCG00000007554,ENSMUSG00000039117,Taf4,Taf4
ENSMOCG00000007555,,,U5
ENSMOCG00000007556,ENSMUSG00000038861,Pi4kb,Pi4kb
ENSMOCG00000007557,ENSMUSG00000105886,Gm22813,
ENSMOCG00000007558,ENSMUSG00000088620,Gm23032,U6
ENSMOCG00000007559,,,
ENSMOCG00000007560,ENSMUSG00000031991,Spata19,Spata19
ENSMOCG00000007561,ENSMUSG00000065460,Mir133a-2,
ENSMOCG00000007562,,,5S_rRNA
ENSMOCG00000007563,ENSMUSG00000105200,Mir378a,
ENSMOCG00000007564,ENSMUSG00000009905,Kdsr,Kdsr
ENSMOCG00000007565,,,
ENSMOCG00000007566,,,U5
ENSMOCG00000007567,ENSMUSG00000071230,Npw,Npw
ENSMOCG00000007568,,,
ENSMOCG00000007569,ENSMUSG00000040818,Dennd6a,Dennd6a
ENSMOCG00000007570,ENSMUSG00000046791,Riox1,Riox1
ENSMOCG00000007571,ENSMUSG00000060081,H2ac1,
ENSMOCG00000007572,ENSMUSG00000048540,Nhlh2,Nhlh2
ENSMOCG00000007573,ENSMUSG00000043090,Zfp866,Zfp866
ENSMOCG00000007574,ENSMUSG00000087716,Gm25825,
ENSMOCG00000007575,ENSMUSG00000025037,Maoa,Maoa
ENSMOCG00000007576,ENSMUSG00000023274,Cd4,Cd4
ENSMOCG00000007577,ENSMUSG00000020937,Plcd3,Plcd3
ENSMOCG00000007578,ENSMUSG00000036915,Kirrel2,Kirrel2
ENSMOCG00000007579,ENSMUSG00000089051,Gm23354,U6
ENSMOCG00000007580,ENSMUSG00000030093,Wnt7a,Wnt7a
ENSMOCG00000007581,ENSMUSG00000076255,Mir92b,
ENSMOCG00000007582,,,
ENSMOCG00000007583,,,5S_rRNA
ENSMOCG00000007584,ENSMUSG00000036948,Map11,Map11
ENSMOCG00000007585,ENSMUSG00000024180,Tmem8,Tmem8
ENSMOCG00000007586,ENSMUSG00000094405,Gm23143,U5
ENSMOCG00000007587,,,
ENSMOCG00000007588,ENSMUSG00000074199,Krtdap,Krtdap
ENSMOCG00000007589,ENSMUSG00000015533,Itga2,Itga2
ENSMOCG00000007590,,,
ENSMOCG00000007591,ENSMUSG00000093007,Mir15a,
ENSMOCG00000007592,,,U6
ENSMOCG00000007593,ENSMUSG00000056185,Snx32,Snx32
ENSMOCG00000007594,ENSMUSG00000070661,Rnf186,Rnf186
ENSMOCG00000007595,ENSMUSG00000017837,Nkiras2,Nkiras2
ENSMOCG00000007596,ENSMUSG00000029866,Kel,Kel
ENSMOCG00000007597,ENSMUSG00000080452,Mir1306,
ENSMOCG00000007598,ENSMUSG00000060636,Rpl35a,
ENSMOCG00000007599,ENSMUSG00000003469,Phyhip,Phyhip
ENSMOCG00000007600,,,5S_rRNA
ENSMOCG00000007601,ENSMUSG00000045518,Onecut3,Onecut3
ENSMOCG00000007602,,,
ENSMOCG00000007603,,,U5
ENSMOCG00000007604,ENSMUSG00000036281,Snapc4,Snapc4
ENSMOCG00000007605,,,U6
ENSMOCG00000007606,ENSMUSG00000074491,Clec4g,Clec4g
ENSMOCG00000007607,ENSMUSG00000034792,Gna15,Gna15
ENSMOCG00000007608,,,
ENSMOCG00000007609,ENSMUSG00000029817,Tra2a,
ENSMOCG00000007610,ENSMUSG00000050700,Emilin3,Emilin3
ENSMOCG00000007611,ENSMUSG00000093108,Mir344f,
ENSMOCG00000007612,,,
ENSMOCG00000007613,ENSMUSG00000057666,Gapdh,
ENSMOCG00000007613,ENSMUSG00000097148,Gm3839,
ENSMOCG00000007613,ENSMUSG00000110469,Gm10358,
ENSMOCG00000007614,ENSMUSG00000105758,Mirlet7e,
ENSMOCG00000007615,ENSMUSG00000031153,Gripap1,Gripap1
ENSMOCG00000007616,ENSMUSG00000028423,Nfx1,Nfx1
ENSMOCG00000007617,ENSMUSG00000026173,Plcd4,Plcd4
ENSMOCG00000007618,ENSMUSG00000032172,Olfm2,Olfm2
ENSMOCG00000007619,ENSMUSG00000018451,6330403K07Rik,6330403K07Rik
ENSMOCG00000007620,,,5S_rRNA
ENSMOCG00000007621,,,U5
ENSMOCG00000007622,,,
ENSMOCG00000007623,ENSMUSG00000021374,Nup153,Nup153
ENSMOCG00000007624,ENSMUSG00000034445,Cyb561a3,Cyb561a3
ENSMOCG00000007625,ENSMUSG00000052534,Pbx1,Pbx1
ENSMOCG00000007626,,,
ENSMOCG00000007627,ENSMUSG00000033658,Ddx19b,Ddx19b
ENSMOCG00000007628,ENSMUSG00000093108,Mir344f,
ENSMOCG00000007629,ENSMUSG00000031534,Smim19,Smim19
ENSMOCG00000007630,ENSMUSG00000065815,Gm24697,U6
ENSMOCG00000007631,,,
ENSMOCG00000007632,ENSMUSG00000105886,Gm22813,
ENSMOCG00000007633,ENSMUSG00000059327,Eda,Eda
ENSMOCG00000007634,ENSMUSG00000068748,Ptprz1,Ptprz1
ENSMOCG00000007635,ENSMUSG00000002635,Pdcd2l,Pdcd2l
ENSMOCG00000007636,,,
ENSMOCG00000007637,ENSMUSG00000031012,Cask,Cask
ENSMOCG00000007638,ENSMUSG00000031132,Cd40lg,Cd40lg
ENSMOCG00000007639,ENSMUSG00000094668,Gm24871,U5
ENSMOCG00000007640,ENSMUSG00000022216,Psme1,
ENSMOCG00000007641,,,5S_rRNA
ENSMOCG00000007642,ENSMUSG00000002768,Mea1,
ENSMOCG00000007643,ENSMUSG00000050141,Fam205c,Fam205c
ENSMOCG00000007644,,,
ENSMOCG00000007645,ENSMUSG00000028463,Car9,Car9
ENSMOCG00000007646,ENSMUSG00000037921,Ddx60,
ENSMOCG00000007647,ENSMUSG00000000792,Slc5a5,Slc5a5
ENSMOCG00000007648,ENSMUSG00000093108,Mir344f,
ENSMOCG00000007649,ENSMUSG00000041915,Ammecr1l,Ammecr1l
ENSMOCG00000007650,ENSMUSG00000050901,Mtnr1b,Mtnr1b
ENSMOCG00000007651,ENSMUSG00000056820,Tsnax,Tsnax
ENSMOCG00000007652,ENSMUSG00000005672,Kit,Kit
ENSMOCG00000007653,ENSMUSG00000047843,Bri3,Bri3
ENSMOCG00000007654,ENSMUSG00000065516,Mir214,
ENSMOCG00000007655,,,U6
ENSMOCG00000007656,,,
ENSMOCG00000007657,ENSMUSG00000038696,Mapkap1,Mapkap1
ENSMOCG00000007658,ENSMUSG00000015092,Edf1,Edf1
ENSMOCG00000007659,ENSMUSG00000078451,Ppil6,Ppil6
ENSMOCG00000007660,,,
ENSMOCG00000007661,,,U5
ENSMOCG00000007662,,,
ENSMOCG00000007663,ENSMUSG00000032280,Tle3,Tle3
ENSMOCG00000007664,ENSMUSG00000071653,1810009A15Rik,
ENSMOCG00000007664,ENSMUSG00000116347,Gm49416,
ENSMOCG00000007665,,,5S_rRNA
ENSMOCG00000007666,ENSMUSG00000057666,Gapdh,
ENSMOCG00000007666,ENSMUSG00000097148,Gm3839,
ENSMOCG00000007666,ENSMUSG00000110469,Gm10358,
ENSMOCG00000007667,ENSMUSG00000028563,Tm2d1,Tm2d1
ENSMOCG00000007668,,,U6
ENSMOCG00000007669,ENSMUSG00000028890,Mtf1,Mtf1
ENSMOCG00000007670,ENSMUSG00000093108,Mir344f,
ENSMOCG00000007671,,,
ENSMOCG00000007672,ENSMUSG00000023886,Smoc2,Smoc2
ENSMOCG00000007673,ENSMUSG00000042229,Rabif,Rabif
ENSMOCG00000007674,ENSMUSG00000077897,Mir511,
ENSMOCG00000007675,ENSMUSG00000071537,Klrg2,
ENSMOCG00000007676,ENSMUSG00000032518,Rpsa,
ENSMOCG00000007677,ENSMUSG00000075703,Selenoi,
ENSMOCG00000007678,,,U5
ENSMOCG00000007679,ENSMUSG00000028273,Pdlim5,
ENSMOCG00000007680,,,5S_rRNA
ENSMOCG00000007681,ENSMUSG00000020717,Pecam1,Pecam1
ENSMOCG00000007682,ENSMUSG00000031310,Zmym3,Zmym3
ENSMOCG00000007683,,,
ENSMOCG00000007684,ENSMUSG00000019027,Dnah1,Dnah1
ENSMOCG00000007685,ENSMUSG00000042364,Snx18,Snx18
ENSMOCG00000007686,ENSMUSG00000036249,Rbm43,Rbm43
ENSMOCG00000007687,ENSMUSG00000020573,Pik3cg,Pik3cg
ENSMOCG00000007688,ENSMUSG00000093108,Mir344f,
ENSMOCG00000007689,ENSMUSG00000088068,Gm47290,U6
ENSMOCG00000007690,ENSMUSG00000062585,Cnr2,Cnr2
ENSMOCG00000007691,ENSMUSG00000061082,Plac1,Plac1
ENSMOCG00000007692,ENSMUSG00000048351,Coa7,Coa7
ENSMOCG00000007693,ENSMUSG00000055228,Zfp935,
ENSMOCG00000007693,ENSMUSG00000072066,6720489N17Rik,
ENSMOCG00000007694,ENSMUSG00000041961,Znrf3,Znrf3
ENSMOCG00000007695,ENSMUSG00000089093,Snord11,
ENSMOCG00000007696,ENSMUSG00000051864,Tbc1d22a,Tbc1d22a
ENSMOCG00000007697,ENSMUSG00000065422,Mir221,
ENSMOCG00000007698,,,
ENSMOCG00000007699,ENSMUSG00000030744,Rps3,Rps3
ENSMOCG00000007700,ENSMUSG00000094131,Gm22265,U5
ENSMOCG00000007701,,,5S_rRNA
ENSMOCG00000007702,ENSMUSG00000059689,Zfp637,
ENSMOCG00000007703,,,
ENSMOCG00000007704,,,
ENSMOCG00000007705,ENSMUSG00000029032,Arhgef16,Arhgef16
ENSMOCG00000007706,ENSMUSG00000027673,Ndufb5,
ENSMOCG00000007707,,,U6
ENSMOCG00000007708,ENSMUSG00000072437,Nanos1,Nanos1
ENSMOCG00000007709,ENSMUSG00000091055,Siglec15,Siglec15
ENSMOCG00000007710,,,
ENSMOCG00000007711,ENSMUSG00000034290,Nek9,Nek9
ENSMOCG00000007712,ENSMUSG00000077440,Gm23130,
ENSMOCG00000007713,ENSMUSG00000054498,Olfr308,
ENSMOCG00000007714,,,
ENSMOCG00000007715,ENSMUSG00000028565,Nfia,Nfia
ENSMOCG00000007716,ENSMUSG00000052396,Mogat2,Mogat2
ENSMOCG00000007717,ENSMUSG00000054716,Zfp771,Zfp771
ENSMOCG00000007718,ENSMUSG00000076451,Mir770,
ENSMOCG00000007719,ENSMUSG00000061259,Tmprss11d,Tmprss11d
ENSMOCG00000007720,,,
ENSMOCG00000007721,,,5S_rRNA
ENSMOCG00000007722,ENSMUSG00000027962,Vcam1,Vcam1
ENSMOCG00000007723,,,
ENSMOCG00000007724,ENSMUSG00000093345,Gm27956,Metazoa_SRP
ENSMOCG00000007724,ENSMUSG00000098755,Gm27651,Metazoa_SRP
ENSMOCG00000007725,ENSMUSG00000091512,Lamtor3,Lamtor3
ENSMOCG00000007726,ENSMUSG00000093805,Gal3st2b,
ENSMOCG00000007726,ENSMUSG00000094651,Gal3st2,
ENSMOCG00000007726,ENSMUSG00000073608,Gal3st2c,
ENSMOCG00000007727,ENSMUSG00000004612,Nkg7,Nkg7
ENSMOCG00000007728,,,
ENSMOCG00000007729,ENSMUSG00000093921,Gm23864,U6
ENSMOCG00000007730,ENSMUSG00000046761,Fam83h,Fam83h
ENSMOCG00000007731,ENSMUSG00000023262,Acy1,Acy1
ENSMOCG00000007732,,,
ENSMOCG00000007733,ENSMUSG00000044475,Ascc1,Ascc1
ENSMOCG00000007734,ENSMUSG00000026576,Atp1b1,Atp1b1
ENSMOCG00000007735,ENSMUSG00000052135,Foxo6,Foxo6
ENSMOCG00000007736,ENSMUSG00000062170,Fmr1nb,
ENSMOCG00000007737,ENSMUSG00000073998,Olfr520,Olfr520
ENSMOCG00000007738,ENSMUSG00000065692,Gm25410,
ENSMOCG00000007738,ENSMUSG00000064442,Gm26225,
ENSMOCG00000007739,ENSMUSG00000045211,Nudt18,Nudt18
ENSMOCG00000007740,,,5S_rRNA
ENSMOCG00000007741,ENSMUSG00000070126,Mir199a-2,
ENSMOCG00000007742,ENSMUSG00000065455,Mir21a,
ENSMOCG00000007743,ENSMUSG00000092986,Gm25574,Metazoa_SRP
ENSMOCG00000007744,ENSMUSG00000010136,Pifo,Pifo
ENSMOCG00000007745,ENSMUSG00000034168,Irf2bpl,Irf2bpl
ENSMOCG00000007746,ENSMUSG00000007888,Crlf1,Crlf1
ENSMOCG00000007747,ENSMUSG00000088566,Gm23783,U6
ENSMOCG00000007748,,,
ENSMOCG00000007749,,,
ENSMOCG00000007750,ENSMUSG00000022451,Twf1,Twf1
ENSMOCG00000007751,ENSMUSG00000018893,Mb,Mb
ENSMOCG00000007752,ENSMUSG00000038555,Reep2,Reep2
ENSMOCG00000007753,ENSMUSG00000051427,Ccdc157,Ccdc157
ENSMOCG00000007754,ENSMUSG00000092060,Bend4,Bend4
ENSMOCG00000007755,,,
ENSMOCG00000007756,ENSMUSG00000026020,Nop58,Nop58
ENSMOCG00000007757,,,5S_rRNA
ENSMOCG00000007758,ENSMUSG00000032274,Cyp19a1,Cyp19a1
ENSMOCG00000007759,ENSMUSG00000077711,AF357399,
ENSMOCG00000007760,ENSMUSG00000030108,Slc6a13,Slc6a13
ENSMOCG00000007761,ENSMUSG00000076050,Mir450b,
ENSMOCG00000007762,ENSMUSG00000065499,Mir384,
ENSMOCG00000007763,ENSMUSG00000008590,Htr3b,Htr3b
ENSMOCG00000007764,ENSMUSG00000015711,Prune1,Prune1
ENSMOCG00000007765,,,
ENSMOCG00000007766,,,
ENSMOCG00000007767,,,U6
ENSMOCG00000007768,ENSMUSG00000101031,Ms4a12,Ms4a12
ENSMOCG00000007769,,,7SK
ENSMOCG00000007770,ENSMUSG00000024871,Doc2g,Doc2g
ENSMOCG00000007771,,,
ENSMOCG00000007772,ENSMUSG00000001507,Itga3,Itga3
ENSMOCG00000007773,,,
ENSMOCG00000007774,,,
ENSMOCG00000007775,ENSMUSG00000086056,Gm4846,Gm4846
ENSMOCG00000007776,,,
ENSMOCG00000007777,,,5S_rRNA
ENSMOCG00000007778,,,
ENSMOCG00000007779,ENSMUSG00000095112,Gm23712,U6
ENSMOCG00000007780,ENSMUSG00000087736,Gm24648,
ENSMOCG00000007781,ENSMUSG00000025789,St8sia2,St8sia2
ENSMOCG00000007782,ENSMUSG00000048960,Prex2,
ENSMOCG00000007783,ENSMUSG00000023043,Krt18,
ENSMOCG00000007784,ENSMUSG00000024099,Ndufv2,
ENSMOCG00000007785,ENSMUSG00000032180,Tmed1,Tmed1
ENSMOCG00000007786,ENSMUSG00000049583,Grm5,Grm5
ENSMOCG00000007787,,,7SK
ENSMOCG00000007788,ENSMUSG00000070880,Gad1,Gad1
ENSMOCG00000007789,ENSMUSG00000038181,Chpf2,Chpf2
ENSMOCG00000007790,ENSMUSG00000054169,Ceacam10,
ENSMOCG00000007791,ENSMUSG00000112160,BC024063,
ENSMOCG00000007791,ENSMUSG00000110444,Gm10033,
ENSMOCG00000007791,ENSMUSG00000074165,Zfp788,
ENSMOCG00000007792,ENSMUSG00000026854,Usp20,Usp20
ENSMOCG00000007793,ENSMUSG00000020074,Ccar1,Ccar1
ENSMOCG00000007794,ENSMUSG00000065453,Mirlet7d,
ENSMOCG00000007795,ENSMUSG00000029433,Diablo,Diablo
ENSMOCG00000007796,,,
ENSMOCG00000007797,ENSMUSG00000052033,Pfdn4,
ENSMOCG00000007798,,,5S_rRNA
ENSMOCG00000007799,,,
ENSMOCG00000007800,ENSMUSG00000037108,Zcwpw1,Zcwpw1
ENSMOCG00000007801,ENSMUSG00000077148,Gm22935,U6
ENSMOCG00000007802,ENSMUSG00000088225,Gm22598,
ENSMOCG00000007802,ENSMUSG00000088244,Gm25909,
ENSMOCG00000007802,ENSMUSG00000088651,Gm24853,
ENSMOCG00000007802,ENSMUSG00000089174,Gm22434,
ENSMOCG00000007803,ENSMUSG00000036959,Bcorl1,Bcorl1
ENSMOCG00000007804,,,
ENSMOCG00000007805,,,7SK
ENSMOCG00000007806,ENSMUSG00000021900,Btd,Btd
ENSMOCG00000007807,,,
ENSMOCG00000007808,,,
ENSMOCG00000007809,ENSMUSG00000075316,Scn9a,Scn9a
ENSMOCG00000007810,ENSMUSG00000024858,Grk2,Grk2
ENSMOCG00000007811,ENSMUSG00000015889,Lta4h,Lta4h
ENSMOCG00000007812,ENSMUSG00000035248,Tut7,
ENSMOCG00000007813,ENSMUSG00000087756,Gm23469,U6
ENSMOCG00000007814,ENSMUSG00000065619,Mir183,
ENSMOCG00000007815,,,5S_rRNA
ENSMOCG00000007816,ENSMUSG00000028060,Khdc4,
ENSMOCG00000007817,ENSMUSG00000048602,Morc2b,Morc2b
ENSMOCG00000007818,,,
ENSMOCG00000007819,ENSMUSG00000050966,Lin28a,Lin28a
ENSMOCG00000007820,ENSMUSG00000067288,Rps28,
ENSMOCG00000007821,ENSMUSG00000017721,Pigt,Pigt
ENSMOCG00000007822,,,
ENSMOCG00000007823,,,
ENSMOCG00000007824,,,7SK
ENSMOCG00000007825,ENSMUSG00000060279,Ap2a1,Ap2a1
ENSMOCG00000007826,ENSMUSG00000031328,Flna,Flna
ENSMOCG00000007827,ENSMUSG00000029560,Snx8,Snx8
ENSMOCG00000007828,,,
ENSMOCG00000007829,ENSMUSG00000077928,Mir208b,
ENSMOCG00000007830,ENSMUSG00000051811,Cox6b2,Cox6b2
ENSMOCG00000007831,ENSMUSG00000065498,Mir379,
ENSMOCG00000007832,,,U6
ENSMOCG00000007833,,,5S_rRNA
ENSMOCG00000007834,ENSMUSG00000039315,Clnk,Clnk
ENSMOCG00000007835,ENSMUSG00000020936,Nmt1,Nmt1
ENSMOCG00000007836,ENSMUSG00000006342,Susd2,Susd2
ENSMOCG00000007837,ENSMUSG00000029918,Mrps33,
ENSMOCG00000007838,ENSMUSG00000031684,Slc10a7,Slc10a7
ENSMOCG00000007839,ENSMUSG00000033256,Shf,Shf
ENSMOCG00000007840,ENSMUSG00000088447,Gm22186,
ENSMOCG00000007841,ENSMUSG00000002032,Tmem25,Tmem25
ENSMOCG00000007842,ENSMUSG00000034164,Emid1,Emid1
ENSMOCG00000007843,ENSMUSG00000065592,Mir145a,
ENSMOCG00000007844,ENSMUSG00000039531,Zup1,Zup1
ENSMOCG00000007845,,,
ENSMOCG00000007846,,,7SK
ENSMOCG00000007847,ENSMUSG00000042821,Snai1,Snai1
ENSMOCG00000007848,ENSMUSG00000052105,Mtcl1,Mtcl1
ENSMOCG00000007849,,,
ENSMOCG00000007850,ENSMUSG00000084506,Gm23792,U6
ENSMOCG00000007851,ENSMUSG00000066007,Zfp600,
ENSMOCG00000007851,ENSMUSG00000044501,Zfp758,
ENSMOCG00000007851,ENSMUSG00000078496,Zfp982,
ENSMOCG00000007852,,,5S_rRNA
ENSMOCG00000007853,ENSMUSG00000035498,Cdcp1,Cdcp1
ENSMOCG00000007854,ENSMUSG00000070473,Cldn3,Cldn3
ENSMOCG00000007855,,,
ENSMOCG00000007856,ENSMUSG00000028807,Zbtb8a,Zbtb8a
ENSMOCG00000007857,ENSMUSG00000046603,Tcaim,Tcaim
ENSMOCG00000007858,,,
ENSMOCG00000007859,ENSMUSG00000065426,Mir134,
ENSMOCG00000007860,ENSMUSG00000026767,Mindy3,Mindy3
ENSMOCG00000007861,ENSMUSG00000032501,Trib1,Trib1
ENSMOCG00000007862,ENSMUSG00000096146,Kcnj11,Kcnj11
ENSMOCG00000007863,ENSMUSG00000019146,Cacng2,Cacng2
ENSMOCG00000007864,,,7SK
ENSMOCG00000007865,ENSMUSG00000095640,Olfr1434,Olfr1434
ENSMOCG00000007866,ENSMUSG00000031444,F10,F10
ENSMOCG00000007867,ENSMUSG00000065497,Mir410,
ENSMOCG00000007868,,,5S_rRNA
ENSMOCG00000007869,,,U6
ENSMOCG00000007870,ENSMUSG00000069255,Dusp22,
ENSMOCG00000007871,ENSMUSG00000076286,Mir672,
ENSMOCG00000007872,,,
ENSMOCG00000007873,ENSMUSG00000053825,Ppfia2,Ppfia2
ENSMOCG00000007874,ENSMUSG00000110291,Gm37419,Gm37419
ENSMOCG00000007875,ENSMUSG00000076288,Mir301b,
ENSMOCG00000007876,ENSMUSG00000038623,Tm6sf1,Tm6sf1
ENSMOCG00000007877,ENSMUSG00000041319,Thoc6,Thoc6
ENSMOCG00000007878,ENSMUSG00000078622,Ccdc47,Ccdc47
ENSMOCG00000007879,,,7SK
ENSMOCG00000007880,ENSMUSG00000075256,Cerkl,
ENSMOCG00000007881,ENSMUSG00000018363,Smurf2,Smurf2
ENSMOCG00000007882,ENSMUSG00000025932,Eya1,Eya1
ENSMOCG00000007883,ENSMUSG00000066640,Fbxl18,Fbxl18
ENSMOCG00000007884,ENSMUSG00000047514,Tspyl1,Tspyl1
ENSMOCG00000007885,ENSMUSG00000065259,Snora30,
ENSMOCG00000007886,ENSMUSG00000029644,Pdx1,Pdx1
ENSMOCG00000007887,ENSMUSG00000064691,Gm24149,U6
ENSMOCG00000007888,,,
ENSMOCG00000007889,ENSMUSG00000089585,Gm23338,
ENSMOCG00000007890,ENSMUSG00000063146,Clip2,Clip2
ENSMOCG00000007891,ENSMUSG00000042572,Ube2q1,Ube2q1
ENSMOCG00000007892,ENSMUSG00000032599,Ip6k2,IP6K2
ENSMOCG00000007893,,,
ENSMOCG00000007894,ENSMUSG00000076313,Mir665,
ENSMOCG00000007895,ENSMUSG00000032468,Armc8,Armc8
ENSMOCG00000007896,ENSMUSG00000038599,Capn8,Capn8
ENSMOCG00000007897,ENSMUSG00000074340,Ovgp1,Ovgp1
ENSMOCG00000007898,ENSMUSG00000025817,Nudt5,Nudt5
ENSMOCG00000007899,,,
ENSMOCG00000007900,,,7SK
ENSMOCG00000007901,ENSMUSG00000026023,Cdk15,Cdk15
ENSMOCG00000007902,,,
ENSMOCG00000007903,ENSMUSG00000003541,Ier3,Ier3
ENSMOCG00000007904,ENSMUSG00000090812,Samd15,
ENSMOCG00000007905,ENSMUSG00000028249,Sdcbp,
ENSMOCG00000007906,ENSMUSG00000064954,Gm24919,U6
ENSMOCG00000007907,ENSMUSG00000088493,Gm24401,
ENSMOCG00000007908,ENSMUSG00000045519,Zfp560,Zfp560
ENSMOCG00000007909,ENSMUSG00000041798,Gck,Gck
ENSMOCG00000007910,,,
ENSMOCG00000007911,,,
ENSMOCG00000007912,ENSMUSG00000032085,Tagln,
ENSMOCG00000007913,,,
ENSMOCG00000007914,,,5S_rRNA
ENSMOCG00000007915,ENSMUSG00000057363,Uxs1,
ENSMOCG00000007916,,,7SK
ENSMOCG00000007917,,,
ENSMOCG00000007918,ENSMUSG00000081683,Fzd10,Fzd10
ENSMOCG00000007919,ENSMUSG00000047284,Neurl4,Neurl4
ENSMOCG00000007920,ENSMUSG00000098326,Dlx6os1,
ENSMOCG00000007921,ENSMUSG00000015846,Rxra,Rxra
ENSMOCG00000007922,,,U6
ENSMOCG00000007923,ENSMUSG00000026728,Vim,Vim
ENSMOCG00000007924,ENSMUSG00000059479,B3gnt8,B3gnt8
ENSMOCG00000007925,ENSMUSG00000063605,Ccdc102a,Ccdc102a
ENSMOCG00000007926,,,
ENSMOCG00000007927,ENSMUSG00000055963,Triqk,Triqk
ENSMOCG00000007928,ENSMUSG00000073959,Olfr584,
ENSMOCG00000007928,ENSMUSG00000073961,Olfr582,
ENSMOCG00000007929,ENSMUSG00000038034,Igsf8,Igsf8
ENSMOCG00000007930,ENSMUSG00000076312,Mir499,
ENSMOCG00000007931,ENSMUSG00000020572,Nampt,Nampt
ENSMOCG00000007932,ENSMUSG00000039168,Dap,Dap
ENSMOCG00000007933,ENSMUSG00000037531,Mrpl47,
ENSMOCG00000007934,,,7SK
ENSMOCG00000007935,,,
ENSMOCG00000007936,ENSMUSG00000040061,Plcb2,Plcb2
ENSMOCG00000007937,,,5S_rRNA
ENSMOCG00000007938,ENSMUSG00000019777,Hdac2,
ENSMOCG00000007939,ENSMUSG00000024177,Nme4,
ENSMOCG00000007940,,,
ENSMOCG00000007941,ENSMUSG00000044201,Cdc25c,Cdc25c
ENSMOCG00000007942,ENSMUSG00000098572,Gm27443,
